word,tag,pos
ايمانداره,ADJ,adjective
ايماني,ADJ,adjective
ايمن,ADJ,adjective
ايټالوي,ADJ,adjective
اټکلي,ADJ,adjective
اټېرن,ADJ,adjective
اړاند,ADJ,adjective
اړخيز,ADJ,adjective
ايرب,ADJ,adjective
اړک,ADJ,adjective
اګر,ADJ,adjective
اېر,ADJ,adjective
اېغ سترګی,ADJ,adjective
اېغ نېغ,ADJ,adjective
اېل غېل,ADJ,adjective
اېله,ADJ,adjective
اېښ پېښ,ADJ,adjective
آبي,ADJ,adjective
آخري,ADJ,adjective
آرام,ADJ,adjective
اړم,ADJ,adjective
اوتر,ADJ,adjective
ايراني,ADJ,adjective
اوږداندی,ADJ,adjective
اوچت,ADJ,adjective
اورژبی,ADJ,adjective
اورمړ,ADJ,adjective
اوزغنجن,ADJ,adjective
اوژغونجن,ADJ,adjective
اوسا,ADJ,adjective
اوستری,ADJ,adjective
اوسنی,ADJ,adjective
اول,ADJ,adjective
اولسي,ADJ,adjective
ايالتي,ADJ,adjective
اولنی,ADJ,adjective
اومچک,ADJ,adjective
اومغلن,ADJ,adjective
اومړی,ADJ,adjective
اوولسم,ADJ,adjective
اووم,ADJ,adjective
اويايم,ADJ,adjective
اوټ,ADJ,adjective
اوڅار,ADJ,adjective
اوړنی,ADJ,adjective
اوږد,ADJ,adjective
اوم,ADJ,adjective
اک پک,ADJ,adjective
اقتصادي,ADJ,adjective
افقي,ADJ,adjective
احتکاري,ADJ,adjective
احتمالي,ADJ,adjective
احتياطي,ADJ,adjective
احساساتي,ADJ,adjective
احمق,ADJ,adjective
اختصاصي,ADJ,adjective
اختياري,ADJ,adjective
اخلاصمن,ADJ,adjective
اخلاقي,ADJ,adjective
ادبي,ADJ,adjective
اجوت,ADJ,adjective
ادمخور,ADJ,adjective
ادنی,ADJ,adjective
ادوبدو,ADJ,adjective
ارادي,ADJ,adjective
ارامي,ADJ,adjective
ارت,ADJ,adjective
ارتاويز,ADJ,adjective
ارتباطي,ADJ,adjective
ارتجاعي,ADJ,adjective
ارثي,ADJ,adjective
ارجل,ADJ,adjective
ادنا,ADJ,adjective
ارزان,ADJ,adjective
اجمالي,ADJ,adjective
اجدادي,ADJ,adjective
ائتلافي,ADJ,adjective
ابايي,ADJ,adjective
ابتکاري,ADJ,adjective
ابته,ADJ,adjective
ابدي,ADJ,adjective
ابره ور,ADJ,adjective
ابرومن,ADJ,adjective
ابل,ADJ,adjective
ابلک,ADJ,adjective
ابلوڅ,ADJ,adjective
اجرائيه,ADJ,adjective
اپوټه,ADJ,adjective
اتفاقي,ADJ,adjective
اتل,ADJ,adjective
اتلسم,ADJ,adjective
اتومات,ADJ,adjective
اتوماتيک,ADJ,adjective
اتومي,ADJ,adjective
اتيايم,ADJ,adjective
اتڅنډ,ADJ,adjective
اجباري,ADJ,adjective
اجتماعي,ADJ,adjective
اتش پرست,ADJ,adjective
ارزښتناک,ADJ,adjective
ارغستلي,ADJ,adjective
ارغواني,ADJ,adjective
اشتراکي,ADJ,adjective
اشري,ADJ,adjective
اشوا,ADJ,adjective
قبل الميلاد,ADJ,adjective
اصلي,ADJ,adjective
اصيل,ADJ,adjective
اضافه,ADJ,adjective
اضافه بار,ADJ,adjective
اضافي,ADJ,adjective
اعتباري,ADJ,adjective
اسي,ADJ,adjective
اعتمادي,ADJ,adjective
اعشاري,ADJ,adjective
اعظمي,ADJ,adjective
اعلی,ADJ,adjective
اغزن,ADJ,adjective
اغلب,ADJ,adjective
اغېزناک,ADJ,adjective
افتتاحيه,ADJ,adjective
افتخاري,ADJ,adjective
افراطي,ADJ,adjective
افغاني,ADJ,adjective
اعزازي,ADJ,adjective
اسوېلاند,ADJ,adjective
اسماني,ADJ,adjective
اسمان څک,ADJ,adjective
ارمانجن,ADJ,adjective
ارمتی,ADJ,adjective
ارمنی,ADJ,adjective
ارمونی,ADJ,adjective
اروپايي,ADJ,adjective
اروړه,ADJ,adjective
ارګجه,ADJ,adjective
ازاد,ADJ,adjective
ازبکي,ADJ,adjective
ازغن,ADJ,adjective
اساسي,ADJ,adjective
اسان,ADJ,adjective
استبدادي,ADJ,adjective
استثنايي,ADJ,adjective
استعماري,ADJ,adjective
استمراري,ADJ,adjective
استهلاکي,ADJ,adjective
استوګن,ADJ,adjective
اسرارآمېز,ADJ,adjective
اسراييلي,ADJ,adjective
اسفناکه,ADJ,adjective
اسل,ADJ,adjective
اسلامي,ADJ,adjective
آرزومن,ADJ,adjective
آريايي,ADJ,adjective
آزاد,ADJ,adjective
آسان,ADJ,adjective
بين المللي,ADJ,adjective
بټ سترګی,ADJ,adjective
بډای,ADJ,adjective
بړانجا,ADJ,adjective
بړوس,ADJ,adjective
بګ,ADJ,adjective
بګېل,ADJ,adjective
بې اتفاقه,ADJ,adjective
بې اثره,ADJ,adjective
بې اجله,ADJ,adjective
بيده,ADJ,adjective
بې احتياطه,ADJ,adjective
بې ارزښته,ADJ,adjective
بې ازاره,ADJ,adjective
بې اساسه,ADJ,adjective
بې استعداده,ADJ,adjective
بې اسرې,ADJ,adjective
بې اشتها,ADJ,adjective
بې اصله,ADJ,adjective
بې اصوله,ADJ,adjective
بې اعتماده,ADJ,adjective
بې اعتنا,ADJ,adjective
بې ادبه,ADJ,adjective
بې اقتداره,ADJ,adjective
بيابانی,ADJ,adjective
بوڅ,ADJ,adjective
بلد,ADJ,adjective
بلمنګه,ADJ,adjective
بلوري,ADJ,adjective
بلورين,ADJ,adjective
بلوڅي,ADJ,adjective
بليغ,ADJ,adjective
بم,ADJ,adjective
بند,ADJ,adjective
بنيادي,ADJ,adjective
بهاند,ADJ,adjective
بي شرمه,ADJ,adjective
بهرنی,ADJ,adjective
بوب,ADJ,adjective
بوچ,ADJ,adjective
بوخت,ADJ,adjective
بودايي,ADJ,adjective
بور,ADJ,adjective
بوکان,ADJ,adjective
بومي,ADJ,adjective
بوين,ADJ,adjective
بويناک,ADJ,adjective
بوټی,ADJ,adjective
بوالهوس,ADJ,adjective
بې اندازه,ADJ,adjective
بې انصافه,ADJ,adjective
بې اهميته,ADJ,adjective
بې ژبی,ADJ,adjective
بې سا,ADJ,adjective
بې ساری,ADJ,adjective
بې ستره,ADJ,adjective
بې سته,ADJ,adjective
بې سده,ADJ,adjective
بې سياله,ADJ,adjective
بې سيم,ADJ,adjective
بې سېکه,ADJ,adjective
بې شانه,ADJ,adjective
بې زوره,ADJ,adjective
بې شماره,ADJ,adjective
بې شمېره,ADJ,adjective
بې صبره,ADJ,adjective
بې ضرره,ADJ,adjective
بې طاقته,ADJ,adjective
بې طالع,ADJ,adjective
بې طرفه,ADJ,adjective
بې طمعې,ADJ,adjective
بې عزته,ADJ,adjective
بې عقل,ADJ,adjective
بې علاقې,ADJ,adjective
بې شمزۍ,ADJ,adjective
بې دينه,ADJ,adjective
بې خطره,ADJ,adjective
بې خرڅه,ADJ,adjective
بې ايمانه,ADJ,adjective
بې آبرو,ADJ,adjective
بې آبه,ADJ,adjective
بې باوره,ADJ,adjective
بې بخته,ADJ,adjective
بې پامه,ADJ,adjective
بې پته,ADJ,adjective
بې پروا,ADJ,adjective
بې تجربې,ADJ,adjective
بې تربيه,ADJ,adjective
بې تربيي,ADJ,adjective
بې تعليمه,ADJ,adjective
بې تکلفه,ADJ,adjective
بې تکليفه,ADJ,adjective
بې تميزه,ADJ,adjective
بې چرته,ADJ,adjective
بې حرکته,ADJ,adjective
بې حرمته,ADJ,adjective
بې حسابه,ADJ,adjective
بې حسه,ADJ,adjective
بې حوصلې,ADJ,adjective
بې خاونده,ADJ,adjective
بې خبره,ADJ,adjective
بلانده,ADJ,adjective
حاذق,ADJ,adjective
بلا بتر,ADJ,adjective
بغېړ,ADJ,adjective
باوله,ADJ,adjective
باټک,ADJ,adjective
ببر,ADJ,adjective
بتر,ADJ,adjective
بته,ADJ,adjective
بچ,ADJ,adjective
بحراني,ADJ,adjective
بحري,ADJ,adjective
بختور,ADJ,adjective
بخملي,ADJ,adjective
باوري,ADJ,adjective
بخيل,ADJ,adjective
بداخلاقه,ADJ,adjective
بداروا,ADJ,adjective
بدبخته,ADJ,adjective
بدبويه,ADJ,adjective
بدبين,ADJ,adjective
بدپوره,ADJ,adjective
بدپوری,ADJ,adjective
بدجوله,ADJ,adjective
بدخرڅه,ADJ,adjective
بدخونده,ADJ,adjective
بد,ADJ,adjective
بدخوی,ADJ,adjective
بانجڼي,ADJ,adjective
باکفايته,ADJ,adjective
آسوده,ADJ,adjective
آغلي,ADJ,adjective
آفاقي,ADJ,adjective
آني,ADJ,adjective
بابېز,ADJ,adjective
باتور,ADJ,adjective
باختري,ADJ,adjective
بادامي,ADJ,adjective
بادور,ADJ,adjective
بادوک,ADJ,adjective
بالغ,ADJ,adjective
بادي,ADJ,adjective
بارده,ADJ,adjective
باري,ADJ,adjective
بازاري,ADJ,adjective
باسواده,ADJ,adjective
باسي,ADJ,adjective
باطل,ADJ,adjective
باطني,ADJ,adjective
باغي,ADJ,adjective
باقاعده,ADJ,adjective
باقي,ADJ,adjective
باراني,ADJ,adjective
بدرنګه,ADJ,adjective
بدژبی,ADJ,adjective
بدسترګی,ADJ,adjective
برباد,ADJ,adjective
بربري,ADJ,adjective
بربنډ,ADJ,adjective
برحال,ADJ,adjective
برداره,ADJ,adjective
برسېرن,ADJ,adjective
برشته,ADJ,adjective
برکتي,ADJ,adjective
برملا,ADJ,adjective
برند,ADJ,adjective
برابر,ADJ,adjective
برنی,ADJ,adjective
برګ,ADJ,adjective
برېتور,ADJ,adjective
برېښند,ADJ,adjective
بستري,ADJ,adjective
بسيط,ADJ,adjective
بشپړ,ADJ,adjective
بشر دوست,ADJ,adjective
بشري,ADJ,adjective
بشير,ADJ,adjective
بطي,ADJ,adjective
بريالی,ADJ,adjective
بر,ADJ,adjective
بدګومانه,ADJ,adjective
بدګوزاره,ADJ,adjective
بدسلوکه,ADJ,adjective
بدشکله,ADJ,adjective
بدعمله,ADJ,adjective
بدغونی,ADJ,adjective
بدغږی,ADJ,adjective
بدقسمته,ADJ,adjective
بدلاری,ADJ,adjective
بدلمنه,ADJ,adjective
بدماش,ADJ,adjective
بدمرغه,ADJ,adjective
بدمعاش,ADJ,adjective
بدمعامله,ADJ,adjective
بدنام,ADJ,adjective
بدنسله,ADJ,adjective
بدنصيبه,ADJ,adjective
بدني,ADJ,adjective
بدنيته,ADJ,adjective
بدورده,ADJ,adjective
بدوي,ADJ,adjective
بدوږمه,ADJ,adjective
بديهي,ADJ,adjective
بدډوله,ADJ,adjective
بدږغی,ADJ,adjective
بل,ADJ,adjective
حاره,ADJ,adjective
اصغري,ADJ,adjective
حاصلخېزه,ADJ,adjective
سيده,ADJ,adjective
سيسټماټيک,ADJ,adjective
سيمه يين,ADJ,adjective
سيين,ADJ,adjective
سټ,ADJ,adjective
سټ سمټ,ADJ,adjective
سڅ,ADJ,adjective
سړيخور,ADJ,adjective
سړېچن,ADJ,adjective
سږنی,ADJ,adjective
سيخ,ADJ,adjective
شا په شا,ADJ,adjective
شابوکی,ADJ,adjective
شاتماغه,ADJ,adjective
شاتنی,ADJ,adjective
شارلتان,ADJ,adjective
شارټ,ADJ,adjective
شاز,ADJ,adjective
شاعرانه,ADJ,adjective
شاقه,ADJ,adjective
شاکوپی,ADJ,adjective
شاکړوپ,ADJ,adjective
شابوتی,ADJ,adjective
شامل,ADJ,adjective
سياسي,ADJ,adjective
سوڼي,ADJ,adjective
سوچه,ADJ,adjective
سودايي,ADJ,adjective
سودمن,ADJ,adjective
سور,ADJ,adjective
سورپوستی,ADJ,adjective
سوري سومبری,ADJ,adjective
سوری سوری,ADJ,adjective
سوسيالستي,ADJ,adjective
سوغن,ADJ,adjective
سوق الجيشي,ADJ,adjective
سوی,ADJ,adjective
سوکړ,ADJ,adjective
سولند,ADJ,adjective
سوله بوله,ADJ,adjective
سونټی,ADJ,adjective
سونډي,ADJ,adjective
سويډنی,ADJ,adjective
سوځند,ADJ,adjective
سوړ,ADJ,adjective
سوړپوړ,ADJ,adjective
سوړن,ADJ,adjective
سوګر,ADJ,adjective
سولاند,ADJ,adjective
سوتره,ADJ,adjective
شانه وانه,ADJ,adjective
شاهي,ADJ,adjective
شلنډ,ADJ,adjective
شليته,ADJ,adjective
شمالي,ADJ,adjective
شمسي,ADJ,adjective
شمکور,ADJ,adjective
شناخته,ADJ,adjective
شنالغه,ADJ,adjective
شناوۍ,ADJ,adjective
شنډ,ADJ,adjective
شهواني,ADJ,adjective
شلت,ADJ,adjective
شهوتي,ADJ,adjective
شواړ,ADJ,adjective
شواړي شواړي,ADJ,adjective
شوپه,ADJ,adjective
شوپړ,ADJ,adjective
شوخ,ADJ,adjective
شوده,ADJ,adjective
شوقمن,ADJ,adjective
شوقي,ADJ,adjective
شوم,ADJ,adjective
شونډور,ADJ,adjective
شوار,ADJ,adjective
شانګوړی,ADJ,adjective
شلبره,ADJ,adjective
شکمن,ADJ,adjective
شاولي واولي,ADJ,adjective
شاړي واري,ADJ,adjective
شپ,ADJ,adjective
شپنی,ADJ,adjective
شپړ,ADJ,adjective
شپږن,ADJ,adjective
شتمن,ADJ,adjective
شحمي,ADJ,adjective
شخصي,ADJ,adjective
شديد,ADJ,adjective
شل,ADJ,adjective
شرابي,ADJ,adjective
شرقي,ADJ,adjective
شرمناک,ADJ,adjective
شرمندوکی,ADJ,adjective
شرير,ADJ,adjective
شريف,ADJ,adjective
شعوري,ADJ,adjective
شفاف,ADJ,adjective
شفاهي,ADJ,adjective
شک,ADJ,adjective
شکاک,ADJ,adjective
شرعي,ADJ,adjective
سوبمن,ADJ,adjective
سهيلي,ADJ,adjective
سهل الهضم,ADJ,adjective
سامي,ADJ,adjective
ساهو,ADJ,adjective
ساوو,ADJ,adjective
سپک,ADJ,adjective
سپور,ADJ,adjective
سپورټي,ADJ,adjective
سپيازه,ADJ,adjective
سپين,ADJ,adjective
سپين مخی,ADJ,adjective
سپږن,ADJ,adjective
ساکن,ADJ,adjective
سپڼسين,ADJ,adjective
سپېڅ,ADJ,adjective
سپېڅلی,ADJ,adjective
ستانه,ADJ,adjective
ستخ,ADJ,adjective
ستر,ADJ,adjective
ستره,ADJ,adjective
سترګ وږی,ADJ,adjective
سترګبېجن,ADJ,adjective
سترګه ور,ADJ,adjective
سترګور,ADJ,adjective
سپېره,ADJ,adjective
ستغ,ADJ,adjective
ساري,ADJ,adjective
ساده,ADJ,adjective
زښت,ADJ,adjective
زڼی,ADJ,adjective
زېبا,ADJ,adjective
زېرنۍ,ADJ,adjective
زېړ,ADJ,adjective
زېړغلن,ADJ,adjective
ژاولن,ADJ,adjective
ژبغړاند,ADJ,adjective
ژبغړاندی,ADJ,adjective
ژبون وهلی,ADJ,adjective
سارايي,ADJ,adjective
ژوبل,ADJ,adjective
ژوندی,ADJ,adjective
ژيړ,ADJ,adjective
ژړ,ADJ,adjective
ژړاند,ADJ,adjective
ژړبخون,ADJ,adjective
ژړه غونی,ADJ,adjective
ساحلي,ADJ,adjective
ساختماني,ADJ,adjective
ساخته کاره,ADJ,adjective
ساختګي,ADJ,adjective
ژور,ADJ,adjective
ستغه,ADJ,adjective
ستمن,ADJ,adjective
ستوغه,ADJ,adjective
سرټيټی,ADJ,adjective
سرځوړی,ADJ,adjective
سرګردانه,ADJ,adjective
سست,ADJ,adjective
سطحي,ADJ,adjective
سکنی,ADJ,adjective
سکه,ADJ,adjective
سلابلا,ADJ,adjective
سلامت,ADJ,adjective
سلاوي,ADJ,adjective
سريښناک,ADJ,adjective
سلطنتي,ADJ,adjective
سم,ADJ,adjective
سماسم,ADJ,adjective
سمبال,ADJ,adjective
سمت,ADJ,adjective
سمتي,ADJ,adjective
سمخ,ADJ,adjective
سمسور,ADJ,adjective
سني,ADJ,adjective
سهارنی,ADJ,adjective
سهامي,ADJ,adjective
سلم,ADJ,adjective
سره,ADJ,adjective
سرمغزن,ADJ,adjective
سرلوړی,ADJ,adjective
ستومانه,ADJ,adjective
ستي,ADJ,adjective
ستړی,ADJ,adjective
سخا,ADJ,adjective
سخت,ADJ,adjective
سخت سرری,ADJ,adjective
سختګيره,ADJ,adjective
سخيف,ADJ,adjective
سراښ,ADJ,adjective
سربادی,ADJ,adjective
سربدال,ADJ,adjective
سربډاګه,ADJ,adjective
سربېرن,ADJ,adjective
سرپريکړی,ADJ,adjective
سرتمبه,ADJ,adjective
سرتېر,ADJ,adjective
سرتېری,ADJ,adjective
سرحدي,ADJ,adjective
سرخوړلی,ADJ,adjective
سرخوږی,ADJ,adjective
سرزوری,ADJ,adjective
سرسري,ADJ,adjective
سرکاري,ADJ,adjective
شونی,ADJ,adjective
شوټه,ADJ,adjective
شوړتک,ADJ,adjective
شيرچايي,ADJ,adjective
غونډمند,ADJ,adjective
غوټ,ADJ,adjective
غوڅ,ADJ,adjective
غوړژبی,ADJ,adjective
غوړه مال,ADJ,adjective
غوږو,ADJ,adjective
غوږور,ADJ,adjective
غوښن,ADJ,adjective
غوڼی,ADJ,adjective
غيب,ADJ,adjective
غونډ,ADJ,adjective
غيبي,ADJ,adjective
غيرتي,ADJ,adjective
غيرحاضر,ADJ,adjective
غيررسمي,ADJ,adjective
غيرشعوري,ADJ,adjective
غيرضروري,ADJ,adjective
غيرطبعي,ADJ,adjective
غيرعضوي,ADJ,adjective
غيرقانوني,ADJ,adjective
غيرمستقيم,ADJ,adjective
غټ,ADJ,adjective
غيرتمن,ADJ,adjective
غټباز,ADJ,adjective
غونج,ADJ,adjective
غوره,ADJ,adjective
غدار,ADJ,adjective
غذايي,ADJ,adjective
غربي,ADJ,adjective
غرق,ADJ,adjective
غرمنی,ADJ,adjective
غرنی,ADJ,adjective
غره,ADJ,adjective
غريب,ADJ,adjective
غريبکاره,ADJ,adjective
غضروفي,ADJ,adjective
غول,ADJ,adjective
غلط,ADJ,adjective
غلمينه,ADJ,adjective
غلی,ADJ,adjective
غم زپلی,ADJ,adjective
غمجن,ADJ,adjective
غمشريک,ADJ,adjective
غنم رنګه,ADJ,adjective
غنمينه,ADJ,adjective
غني,ADJ,adjective
غوچ,ADJ,adjective
غورس,ADJ,adjective
غلمين,ADJ,adjective
غږيږ,ADJ,adjective
غښتلی,ADJ,adjective
فاسد,ADJ,adjective
فکري,ADJ,adjective
فلزي,ADJ,adjective
فلسفي,ADJ,adjective
فني,ADJ,adjective
فوت,ADJ,adjective
فوتي,ADJ,adjective
فوري,ADJ,adjective
فوق العاده,ADJ,adjective
فولادي,ADJ,adjective
فولکلوري,ADJ,adjective
فقاريه,ADJ,adjective
فيشني,ADJ,adjective
فيوډالي,ADJ,adjective
قابض,ADJ,adjective
قابل,ADJ,adjective
قاچاقي,ADJ,adjective
قاطع,ADJ,adjective
قانع,ADJ,adjective
قانوني,ADJ,adjective
قايل,ADJ,adjective
قبايلي,ADJ,adjective
حاسد,ADJ,adjective
فينلينډي,ADJ,adjective
فعلي,ADJ,adjective
فعال,ADJ,adjective
فطري,ADJ,adjective
فاسق,ADJ,adjective
فاشيستي,ADJ,adjective
فاضل,ADJ,adjective
فاعلي,ADJ,adjective
فالتو,ADJ,adjective
فاميلي,ADJ,adjective
فاني,ADJ,adjective
فايده من,ADJ,adjective
فحاش,ADJ,adjective
فخري,ADJ,adjective
فداکار,ADJ,adjective
فدرالي,ADJ,adjective
فرانسوي,ADJ,adjective
فردي,ADJ,adjective
فرضي,ADJ,adjective
فرعي,ADJ,adjective
فرمايشي,ADJ,adjective
فرهنګي,ADJ,adjective
فزيکي,ADJ,adjective
فصلي,ADJ,adjective
فصيح,ADJ,adjective
فضايي,ADJ,adjective
فضول,ADJ,adjective
غپند,ADJ,adjective
زړه ډغی,ADJ,adjective
غبي,ADJ,adjective
غاښيز,ADJ,adjective
صنعتي,ADJ,adjective
صنفي,ADJ,adjective
صوري,ADJ,adjective
صوفيانه,ADJ,adjective
ضايع,ADJ,adjective
ضد,ADJ,adjective
ضدي,ADJ,adjective
ضررناک,ADJ,adjective
ضروري,ADJ,adjective
ضعيف,ADJ,adjective
صميمي,ADJ,adjective
ضمني,ADJ,adjective
طبقاتي,ADJ,adjective
طبي,ADJ,adjective
طبيعي,ADJ,adjective
طفلانه,ADJ,adjective
طفيلي,ADJ,adjective
طلايي,ADJ,adjective
طوفاني,ADJ,adjective
ظاهري,ADJ,adjective
ظريف,ADJ,adjective
عاجز,ADJ,adjective
طالعمن,ADJ,adjective
عاجل,ADJ,adjective
صلب,ADJ,adjective
صغير,ADJ,adjective
شيرخوره,ADJ,adjective
شيعه,ADJ,adjective
شيک,ADJ,adjective
شين,ADJ,adjective
شيګړه,ADJ,adjective
شډل,ADJ,adjective
شګلن,ADJ,adjective
شڼ,ADJ,adjective
صابر,ADJ,adjective
صادراتي,ADJ,adjective
صفا,ADJ,adjective
صادق,ADJ,adjective
صامت,ADJ,adjective
صايت,ADJ,adjective
صبرناک,ADJ,adjective
صحتمند,ADJ,adjective
صحرايي,ADJ,adjective
صحيح,ADJ,adjective
صدري,ADJ,adjective
صديق,ADJ,adjective
صريح,ADJ,adjective
صعودي,ADJ,adjective
صاف,ADJ,adjective
عادل,ADJ,adjective
عارضي,ADJ,adjective
عاريتي,ADJ,adjective
علني,ADJ,adjective
عمده,ADJ,adjective
عمدي,ADJ,adjective
عمري,ADJ,adjective
عملي,ADJ,adjective
عمود,ADJ,adjective
عمومي,ADJ,adjective
عميق,ADJ,adjective
عندي,ADJ,adjective
عنعنوي,ADJ,adjective
علمي,ADJ,adjective
عياش,ADJ,adjective
عيبي,ADJ,adjective
عيسوي,ADJ,adjective
عيني,ADJ,adjective
غاصب,ADJ,adjective
غافل,ADJ,adjective
غالب,ADJ,adjective
غالېجن,ADJ,adjective
غامض,ADJ,adjective
غايب,ADJ,adjective
غاښور,ADJ,adjective
عيالداره,ADJ,adjective
عقيم,ADJ,adjective
عقلي,ADJ,adjective
عضوي,ADJ,adjective
عاطل,ADJ,adjective
عاق,ADJ,adjective
عاقل,ADJ,adjective
عالي,ADJ,adjective
عام,ADJ,adjective
عامه,ADJ,adjective
عاميانه,ADJ,adjective
عايداتي,ADJ,adjective
عايق,ADJ,adjective
عبث,ADJ,adjective
عبراني,ADJ,adjective
عبرتناک,ADJ,adjective
عجيب,ADJ,adjective
عددي,ADJ,adjective
عدلي,ADJ,adjective
عربي,ADJ,adjective
عرفي,ADJ,adjective
عزتمن,ADJ,adjective
عسکري,ADJ,adjective
عشقي,ADJ,adjective
عصباني,ADJ,adjective
عصبي,ADJ,adjective
عصري,ADJ,adjective
غبرګ,ADJ,adjective
زړه ور,ADJ,adjective
فقيد,ADJ,adjective
زړه شينی,ADJ,adjective
خوندور,ADJ,adjective
خوندي,ADJ,adjective
خونسرده,ADJ,adjective
خوني,ADJ,adjective
خونړی,ADJ,adjective
خوځند,ADJ,adjective
خوړنده,ADJ,adjective
خوړه مار,ADJ,adjective
خوړين,ADJ,adjective
خوږ,ADJ,adjective
خونخوار,ADJ,adjective
خوږلن,ADJ,adjective
خوږه لوړی,ADJ,adjective
خوښ,ADJ,adjective
خيالور,ADJ,adjective
خيالي,ADJ,adjective
خيرن,ADJ,adjective
خيريه,ADJ,adjective
خيشت,ADJ,adjective
خيله,ADJ,adjective
خيټو,ADJ,adjective
خټه,ADJ,adjective
خوږمن,ADJ,adjective
خړ,ADJ,adjective
خوله ور,ADJ,adjective
خولم,ADJ,adjective
خوپه,ADJ,adjective
خودخواه,ADJ,adjective
خودرويه,ADJ,adjective
خودکاره,ADJ,adjective
خورا,ADJ,adjective
خوراکي,ADJ,adjective
خوری,ADJ,adjective
خوش اواز,ADJ,adjective
خوش خلقه,ADJ,adjective
خوش طبعه,ADJ,adjective
خولن,ADJ,adjective
زړه لوغې,ADJ,adjective
خوش مزه,ADJ,adjective
خوشال,ADJ,adjective
خوشبخت,ADJ,adjective
خوشبويه,ADJ,adjective
خوشبين,ADJ,adjective
خوشحال,ADJ,adjective
خوشخط,ADJ,adjective
خوشخوره,ADJ,adjective
خوشخويه,ADJ,adjective
خوشي,ADJ,adjective
خوش قسمته,ADJ,adjective
خوبياولی,ADJ,adjective
خړپړ,ADJ,adjective
خړه,ADJ,adjective
درغل,ADJ,adjective
درمغول,ADJ,adjective
درملي,ADJ,adjective
درنه,ADJ,adjective
درواغجن,ADJ,adjective
دروند,ADJ,adjective
دروېش,ADJ,adjective
دريم,ADJ,adjective
درينګ,ADJ,adjective
درګ,ADJ,adjective
درسي,ADJ,adjective
درګړ,ADJ,adjective
درېګون,ADJ,adjective
دغسي,ADJ,adjective
دفاعي,ADJ,adjective
دقيق,ADJ,adjective
دل,ADJ,adjective
دلاسا,ADJ,adjective
دلاور,ADJ,adjective
دلچسپ,ADJ,adjective
دله,ADJ,adjective
دمخنی,ADJ,adjective
درګړي دګړي,ADJ,adjective
خړسترګی,ADJ,adjective
درزي,ADJ,adjective
دردک,ADJ,adjective
خړوب,ADJ,adjective
خړوس,ADJ,adjective
خړيت,ADJ,adjective
خړيت پزی,ADJ,adjective
خړيچ,ADJ,adjective
خړيمار,ADJ,adjective
خښ,ADJ,adjective
خېټور,ADJ,adjective
داخل,ADJ,adjective
داخلي,ADJ,adjective
دردمن,ADJ,adjective
دانه دار,ADJ,adjective
دايروي,ADJ,adjective
دايمي,ADJ,adjective
داړه ور,ADJ,adjective
داړو,ADJ,adjective
داړونکی,ADJ,adjective
دخيل,ADJ,adjective
دراک,ADJ,adjective
درباري,ADJ,adjective
درجه لرونکی,ADJ,adjective
درچل,ADJ,adjective
دانګی دانګی,ADJ,adjective
خوبجن,ADJ,adjective
خواګرځن,ADJ,adjective
خواږه,ADJ,adjective
حنفي,ADJ,adjective
حياتي,ADJ,adjective
حيواني,ADJ,adjective
خادم,ADJ,adjective
خارجي,ADJ,adjective
خارق العاده,ADJ,adjective
خاشه پنا,ADJ,adjective
خاص,ADJ,adjective
خاطرجمع,ADJ,adjective
خاکي,ADJ,adjective
حنبلي,ADJ,adjective
خالداره,ADJ,adjective
خالي,ADJ,adjective
خان,ADJ,adjective
خانتما,ADJ,adjective
خاورين,ADJ,adjective
خبيث,ADJ,adjective
خپکی,ADJ,adjective
خپل,ADJ,adjective
خپل چاروکی,ADJ,adjective
خپل سری,ADJ,adjective
خپل مخی,ADJ,adjective
خالص,ADJ,adjective
خپلواک,ADJ,adjective
حماسي,ADJ,adjective
حلزوني,ADJ,adjective
حاضرجواب,ADJ,adjective
حامله,ADJ,adjective
حرام,ADJ,adjective
حربي,ADJ,adjective
حربيه,ADJ,adjective
حرفه يي,ADJ,adjective
حروفي,ADJ,adjective
حريص,ADJ,adjective
حزبي,ADJ,adjective
حسابي,ADJ,adjective
حليم,ADJ,adjective
حسود,ADJ,adjective
حق بين,ADJ,adjective
حق په جانب,ADJ,adjective
حقاني,ADJ,adjective
حقوقي,ADJ,adjective
حقيقي,ADJ,adjective
حکمي,ADJ,adjective
حکومتي,ADJ,adjective
حکيمانه,ADJ,adjective
حلال,ADJ,adjective
حلبي,ADJ,adjective
حسي,ADJ,adjective
خپن,ADJ,adjective
خپه,ADJ,adjective
خپور,ADJ,adjective
خفيه,ADJ,adjective
خلاص,ADJ,adjective
خلاقه,ADJ,adjective
خلص,ADJ,adjective
خلط,ADJ,adjective
خماري,ADJ,adjective
خمنډ,ADJ,adjective
خمير,ADJ,adjective
خمټ,ADJ,adjective
خندان,ADJ,adjective
خفيف,ADJ,adjective
خنده رويه,ADJ,adjective
خوابدی,ADJ,adjective
خواپوټه,ADJ,adjective
خواتوری,ADJ,adjective
خواخوږی,ADJ,adjective
خوار,ADJ,adjective
خوارکی,ADJ,adjective
خواره,ADJ,adjective
خواري کښ,ADJ,adjective
خواستغی,ADJ,adjective
خواشينی,ADJ,adjective
خنډکی,ADJ,adjective
خطرناک,ADJ,adjective
